File Name,Pitch Data,Normalized Pitch Data
107.mid,"65,65,67,65,67,67,69,69,69,67,67,65,65,65,65,67,67,65,65","0.35714285714285715,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.5,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715"
108.mid,"69,69,67,65,67,67,69","0.5,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5"
109.mid,"65,65,65,67,65,64,67,69,69,69,67,67,65,65,65,65,67,67,65,65","0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.42857142857142855,0.5,0.5,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715"
110.mid,"69,67,69,69,69,69,69,69,69,67,65,67,69","0.5,0.42857142857142855,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5"
111.mid,"62,65,62,65,64,62,62,65,65,65,65,65,69","0.25,0.35714285714285715,0.25,0.35714285714285715,0.32142857142857145,0.25,0.25,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.5"
112.mid,"65,65,67,65,65,65,65,67,69,69,65,67,69,65,67,69,65,64,62,65,67,71,67,71,69,65","0.35714285714285715,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.5,0.35714285714285715,0.42857142857142855,0.5,0.35714285714285715,0.42857142857142855,0.5,0.35714285714285715,0.32142857142857145,0.25,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5,0.35714285714285715"
113.mid,"65,65,64","0.35714285714285715,0.35714285714285715,0.32142857142857145"
114.mid,"67,71,72,74,74,74,76,74","0.42857142857142855,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.75,0.6785714285714286"
115.mid,"62,62,60,62,64","0.25,0.25,0.17857142857142858,0.25,0.32142857142857145"
116.mid,"65,67,67,69,72,71,72,69,67,69,72,67,69,67,65,64,65,62,64,65,67,67,65,69,72,71,72,69,72,69,69,69,65,67,67,65,64,65,62,64,65,67,65,67,69,69,67,67,72,72,71,72,69,67,69,67","0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.25,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.5,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.6071428571428571,0.5,0.5,0.5,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.25,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855"
117.mid,"67,65,67,67,67,69,67,67,67,67,65,64,65,62,64,65,60,62,64,65,67,67,69,67,69,67,69,72,71,69,67,69,67,67,67,69,67,65,67,67,72,74,72,71,71,72,74,72,74,72,74,72,71,72,71,69,67,69,72,69,67,67,65,67,67,65,64,62,65,67,69,67,67,72,72,71,72,69,67","0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.25,0.32142857142857145,0.35714285714285715,0.17857142857142858,0.25,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.25,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855"
118.mid,"60,60,65,65,67,65","0.17857142857142858,0.17857142857142858,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.35714285714285715"
119.mid,"65,67,71,71,71,69,71,69,67,69,67","0.35714285714285715,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5,0.5714285714285714,0.5,0.42857142857142855,0.5,0.42857142857142855"
120.mid,"67,65,67,67","0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855"
121.mid,"64,65,67,67,65,69,72,71,72,69,67,65,67,67,69,72,72,71,72,74,72,71,69,69,69,72,71,69,65,69,72,69,67,69,67,64,65,67,67,65,67,69,67,69,67,65,65,65,69,72,72,71,67,69,67,69,67,65,67,69,69,67,65,64,65,62,60,60,60,62,65,65,67,69,69,67,67,72,71,72,69,67,69,67","0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.5,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.5,0.5,0.6071428571428571,0.5714285714285714,0.5,0.35714285714285715,0.5,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.42857142857142855,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.25,0.17857142857142858,0.17857142857142858,0.17857142857142858,0.25,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855"
122.mid,"67,69,72,72,72,69,72,69,67,67,67,67,69,72,69,67,65,64,65,67,67,67,67,72,69,72,71,69,67,67,69,67,65,67,67,65,65,64,65,67,67,65,64,64,72,72,69,72,69,67","0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.32142857142857145,0.6071428571428571,0.6071428571428571,0.5,0.6071428571428571,0.5,0.42857142857142855"
123.mid,"67,69,67,69,72,72,69,72,69,67,67,67,67,65,64,60,60,67,67,71,71,72,74,76,74,72,71,71,72,71,69,72,69,72,67,67,72,71,72,69,67","0.42857142857142855,0.5,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.5,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.17857142857142858,0.17857142857142858,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.75,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5,0.6071428571428571,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855"
124.mid,"67,69,72,72,72,71,71,71,72,74,76,74,72,71,69,72,69,72,69,67,67,67,69,71,72,71,69,72,69,72,67,65,67,69,69,67,67,72,71,72,69,67","0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.75,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5,0.6071428571428571,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855"
125.mid,"67,67,67,72,69,67,69,72,72,71,72,74,76,74,72,71,72,74,74,72,74,72,72,71,69,72,69,67,69,67,67,67,69,72,72,67,69,72,67,69,67,65,65,65,64,62,69,69,67,69,72,67,69,67,64,65,67,69,67,65,67,67,65,64,64,72,72,69,72,72,69,67","0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.75,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.25,0.5,0.5,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.32142857142857145,0.6071428571428571,0.6071428571428571,0.5,0.6071428571428571,0.6071428571428571,0.5,0.42857142857142855"
126.mid,"67,69,72,72,71,71,72,69,67,69,67,69,72,69,72,67,67,67,69,71,72,74,71,69,71,71,71,72,69,67,67,67,69,71,72,69,67,69,67,67,69,72,72,72,71,72,69,72,69,67,65,69,69,72,69,67,67,72,72,71,72,69,67","0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5,0.6071428571428571,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.5714285714285714,0.5,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.5,0.5,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855"
127.mid,"67,71,74,74,71,69,74,74,76,74,76,77,79,79,79,76,74,76,74,74,76,72,72,74,76,76,76,74,72,74,67,69,72,72,71,69,72,69,72,67,65,67,69,69,67,67,74,74,76,74,72","0.42857142857142855,0.5714285714285714,0.6785714285714286,0.6785714285714286,0.5714285714285714,0.5,0.6785714285714286,0.6785714285714286,0.75,0.6785714285714286,0.75,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.75,0.6785714285714286,0.75,0.6785714285714286,0.6785714285714286,0.75,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.75,0.75,0.75,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5,0.6071428571428571,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.6785714285714286,0.6785714285714286,0.75,0.6785714285714286,0.6071428571428571"
128.mid,"65,65,64,62,60,62,65,65,65,67,67,65,65,65,67,69,69,67,69,71,67,65,65,69,71,72,71,71,71,69,67,65,67,65,65,62,62,62,60,62,62,60,65,65,67,71,67,71,67,65,65,67,67,65,65,69,71,72,72,71,69,67,65,67,67,69,65,60,62,62,62,62,60,62,62,60,65,67,69,71,69,67,71,67,71,65,65,67,71,67,71,65,65,69,69,65,67,69,67","0.35714285714285715,0.35714285714285715,0.32142857142857145,0.25,0.17857142857142858,0.25,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.5,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.25,0.25,0.25,0.17857142857142858,0.25,0.25,0.17857142857142858,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.5,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.35714285714285715,0.17857142857142858,0.25,0.25,0.25,0.25,0.17857142857142858,0.25,0.25,0.17857142857142858,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.5,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.35714285714285715,0.35714285714285715,0.5,0.5,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855"
129.mid,"65,64,65,62,62,65,62,60,62,65,67,65,67,65,65,65,65,67,69,67,65,65,65,67,69,69,69,69,65,67,65,62,62,65,60,62,65,67,65,67,65,65,65,67,69,67,65,67,62,64,65,64,62,60,62,65,67,65,65,64,67,67,69,67,65,65,69,69,65,67,69,67","0.35714285714285715,0.32142857142857145,0.35714285714285715,0.25,0.25,0.35714285714285715,0.25,0.17857142857142858,0.25,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.5,0.5,0.5,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.25,0.25,0.35714285714285715,0.17857142857142858,0.25,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.25,0.32142857142857145,0.35714285714285715,0.32142857142857145,0.25,0.17857142857142858,0.25,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.5,0.5,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855"
130.mid,"67,69,72,72,72,72,72,72,71,69,71,72,71,69,67,67,69,72,69,67,65,64,65,67,67,65,67,67,69,67,64,64,72,72,72,69,72,72,71,67","0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.32142857142857145,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.42857142857142855"
131.mid,"67,67,67,69,69,67,69,69,71,67,67,67,67,67,67,69,67,67,67,67,65,67,67,69,65,65,67,67,65,67,69,72,76,72,71,72,74,72,72,74,72,72,72,72,71,69,67,69,72,69,67,67,67,67,65,67,67,65,64,65,62,64,65,67,69,69,67,65,67,67,65,62,64,65,67,67,67,72,72,71,72,69,67","0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.5,0.42857142857142855,0.5,0.5,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.6071428571428571,0.75,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.25,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.25,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855"
